,Ambystoma altamirani,Ambystoma mexicanum,Ambystoma rivulare,Andrias japonicus,Aquiloeurycea cafetalera,Batrachoseps attenuatus,Batrachuperus tibetanus,Bolitoglossa franklini,Bolitoglossa lincolni,Chiropterotriton nubilus,Cryptobranchus alleganiensis,Cynops pyrrhogaster,Desmognathus monticola,Echinotriton andersoni,Ensatina eschscholtzii,Eurycea bislineata,Ichthyosaura alpestris,Lissotriton boscai,Lissotriton helveticus,Lissotriton vulgaris,Notophthalmus viridescens,Parvimolge townsendi,Plethodon cinereus,Plethodon glutinosus,Pseudoeurycea altamontana,Aquiloeurycea cephalica,Pseudoeurycea gadovii,Pseudoeurycea granitum,Pseudoeurycea leprosa,Pseudoeurycea longicauda,Pseudoeurycea lynchi,Pseudoeurycea melanomolga,Pseudoeurycea nigromaculata,Pseudoeurycea rex,Pseudoeurycea robertsi,Pseudoeurycea sp,Salamandra salamandra,Taricha granulosa,Taricha torosa,Triturus cristatus,Triturus marmoratus
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales,0.003968254,0,0.023550725,0,0.005503145,0,0,0.027777778,0,0.03125,1.301100629,0.015625,0,0,0,0,0,0.009259259,0,0,0,0.007936508,0,0,0.0625,0.041666667,0,0,0.034313725,0.027777778,0,0,0,0.131578947,0.194444444,0.050925926,0,0.00462963,0,0.002083333,0.019675926
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006578947,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales,27.74206349,1.085227273,0.009057971,5.759803922,19.11949686,1.509027778,1.1875,0,0,32.640625,0.384433962,6.690104167,3.174242424,0.443181818,2.278508772,4.510416667,1.634408602,2.729938272,2.869047619,3.761217949,3.153333333,23.36706349,4.930555556,2.079861111,0.208333333,0.035714286,0.238095238,12.02777778,0.06127451,0.166666667,20.46031746,0.041666667,19.68333333,0.140350877,0.520833333,0.041666667,2.189429012,4.743055556,1.844827586,2.530555556,2.710648148
Bacteria;Proteobacteria;Betaproteobacteria;Sulfuricellales,0.08994709,0,0,0.009803922,0.028301887,0.094444444,0,0,0,0,0,0,0,0.035984848,0.041666667,0,0,0,0,0.083333333,0,0.023809524,0,0.038194444,0,0.017857143,0.261904762,0.152777778,0.012254902,0,0,0,0.016666667,0.004385965,0,0,0.195216049,0.040123457,0.041666667,0.007638889,0
Bacteria;Proteobacteria;Betaproteobacteria;__,4.537037037,0.748106061,2.879528986,2.218137255,1.664308176,1.824305556,0.166666667,0.125,0.166666667,1.916666667,2.788522013,8.627604167,0.901515152,1.702651515,2.072368421,0.670138889,1.706989247,4.62345679,2.172619048,5.092948718,0.785,1.478174603,1.133487654,1.254861111,0.046875,0.232142857,0.452380952,1.194444444,0.389705882,0.791666667,1.505952381,0.083333333,1.65,0.221491228,0.395833333,0.180555556,3.678626543,9.365740741,1.879310345,5.028472222,3.087962963
Bacteria;Proteobacteria;Betaproteobacteria;unclassified_Betaproteobacteria,0.056216931,0.001893939,0,0,0.045597484,0.350694444,0,0.222222222,0.09375,0,0.097484277,0.002604167,0.003787879,0.009469697,0.081871345,0.013888889,0.005376344,0.00308642,0.023809524,0.025641026,0.015,0.01984127,0.018518519,0.207638889,0,0,0.136904762,0.208333333,0.06372549,0,0.007936508,0,0,0.326754386,0.006944444,0.106481481,0.130787037,0.043981481,0.170977011,0.005555556,0.008101852
Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales,0.098544974,0.053030303,0.00634058,0.100490196,0.114779874,0.214583333,0,0.013888889,0.010416667,0.041666667,0.050314465,0.130208333,0.060606061,0,0.199561404,0.038194444,0.014784946,0.042438272,0.142857143,0.072115385,0.033333333,0.033730159,0.108796296,0.045833333,0.015625,0.041666667,0.053571429,0.083333333,0.004901961,0.027777778,0.037698413,0,0.058333333,0.228070175,0.097222222,0.064814815,0.086419753,0.201388889,0.206896552,0.040972222,0.018518519
Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales,0,0.007575758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Deltaproteobacteria_incertae_sedis,0,0,0,0,0,0.001388889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales,0.001984127,0,0,0,0.003930818,0.011111111,0,0,0,0,0,0.005208333,0.007575758,0.001893939,0.004385965,0.006944444,0.001344086,0,0,0.006410256,0.005,0.001984127,0.00617284,0.002083333,0,0,0,0,0,0,0,0,0,0,0,0,0.010416667,0.00462963,0.014367816,0.000694444,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales,0.017195767,0.018939394,0,0.007352941,0.008647799,0.007638889,0,0,0,0.015625,0.045597484,0.002604167,0.011363636,0.017045455,0.019005848,0.041666667,0.016129032,0.005401235,0.041666667,0.038461538,0.01,0,0.010802469,0.014583333,0.020833333,0,0.011904762,0,0,0,0.01984127,0,0,0,0,0.018518519,0.021219136,0.008487654,0.018678161,0.016666667,0.010416667
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales,0.009259259,0.0625,0.014492754,0.007352941,0.002358491,0.013194444,0,0,0,0,0.009433962,0.01953125,0,0.001893939,0.083333333,0,0.116935484,0.333333333,0.089285714,0.033653846,0.015,0.001984127,0.008487654,0.026388889,0,0,0.238095238,0,0,0,0.011904762,0.008333333,0.016666667,0,0,0,0.095679012,0.007716049,0.002873563,0.05,0.200231481
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales,0.298280423,0,0.004528986,0.009803922,0.001572327,0.013888889,0,0,0,0.005208333,0.002358491,0.065104167,0.140151515,0.009469697,0.015350877,0.090277778,0.02016129,0.013117284,0.071428571,0.059294872,0.026666667,0,0.091049383,0.036111111,0,0.011904762,0,0,0.009803922,0,0.003968254,0,0.008333333,0.028508772,0,0,0.038194444,0.341049383,0.004310345,0.066666667,0
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales,0.394179894,0.234848485,0.060688406,0.171568627,0.946540881,2.164583333,0.197916667,0.347222222,0.25,0.473958333,0.551886792,0.170572917,0.515151515,0.017045455,1.364035088,0.677083333,0.090053763,0.444444444,0.196428571,0.197115385,0.451666667,0.470238095,0.683641975,0.9625,0.0625,0.130952381,0.773809524,2.097222222,0.259803922,0.708333333,0.803571429,0.441666667,1.516666667,0.936403509,0.631944444,0.546296296,1.103009259,0.841049383,1.566091954,0.139583333,0.486111111
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales,0.017195767,0,0.003623188,0.029411765,0,0.003472222,0,0,0,0,0.007075472,0.006510417,0.003787879,0.003787879,0.010964912,0.013888889,0.012096774,0.000771605,0.107142857,0.014423077,0.01,0,0.020833333,0.038194444,0,0,0,0,0,0,0,0,0,0.002192982,0,0,0.004243827,0.023919753,0.001436782,0.033333333,0.00462963
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophorhabdaceae,0.000661376,0,0,0,0.003144654,0.000694444,0,0,0,0,0,0.006510417,0,0,0,0,0,0,0,0,0,0,0.00154321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000771605,0,0,0,0.008101852
Bacteria;Proteobacteria;Deltaproteobacteria;__,0.166005291,0.049242424,0.014492754,0.066176471,0.175314465,0.380555556,0.125,0.111111111,0.041666667,0.125,0.346698113,0.209635417,0.356060606,0.018939394,0.353070175,0.329861111,0.067204301,0.107253086,0.077380952,0.176282051,0.198333333,0.091269841,0.298611111,0.160416667,0.03125,0.06547619,0.083333333,0.263888889,0.071078431,0.277777778,0.101190476,0.025,0.075,0.339912281,0.201388889,0.064814815,0.226080247,0.152006173,0.209770115,0.090972222,0.136574074
