,Ambystoma altamirani,Ambystoma mexicanum,Ambystoma rivulare,Andrias japonicus,Aquiloeurycea cafetalera,Batrachoseps attenuatus,Batrachuperus tibetanus,Bolitoglossa franklini,Bolitoglossa lincolni,Chiropterotriton nubilus,Cryptobranchus alleganiensis,Cynops pyrrhogaster,Desmognathus monticola,Echinotriton andersoni,Ensatina eschscholtzii,Eurycea bislineata,Ichthyosaura alpestris,Lissotriton boscai,Lissotriton helveticus,Lissotriton vulgaris,Notophthalmus viridescens,Parvimolge townsendi,Plethodon cinereus,Plethodon glutinosus,Pseudoeurycea altamontana,Aquiloeurycea cephalica,Pseudoeurycea gadovii,Pseudoeurycea granitum,Pseudoeurycea leprosa,Pseudoeurycea longicauda,Pseudoeurycea lynchi,Pseudoeurycea melanomolga,Pseudoeurycea nigromaculata,Pseudoeurycea rex,Pseudoeurycea robertsi,Pseudoeurycea sp,Salamandra salamandra,Taricha granulosa,Taricha torosa,Triturus cristatus,Triturus marmoratus
Bacteria;Acidobacteria;Acidobacteria_Gp10;Gp10;,34.92063492,0,0,5.882352941,43.39622642,63.33333333,0,33.33333333,0,50,11.32075472,9.375,9.090909091,4.545454545,43.85964912,41.66666667,9.677419355,27.77777778,0,11.53846154,20,28.57142857,29.62962963,26.66666667,0,14.28571429,57.14285714,33.33333333,17.64705882,33.33333333,19.04761905,20,0,21.05263158,16.66666667,0,44.44444444,14.81481481,34.48275862,5,41.66666667
Bacteria;Acidobacteria;Acidobacteria_Gp11;Gp11;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.882352941,0,0,0,0,5.263157895,0,0,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteria_Gp12;Gp12;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.263157895,0,0,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteria_Gp13;Gp13;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.78947368,0,33.33333333,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteria_Gp15;Gp15;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.263157895,0,0,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteria_Gp16;Gp16;,28.57142857,0,2.173913043,0,5.660377358,66.66666667,50,0,0,12.5,0,6.25,0,18.18181818,52.63157895,33.33333333,25.80645161,7.407407407,14.28571429,26.92307692,44,9.523809524,11.11111111,21.66666667,0,0,14.28571429,33.33333333,5.882352941,0,9.523809524,0,40,21.05263158,0,0,56.48148148,20.37037037,51.72413793,10,8.333333333
Bacteria;Acidobacteria;Acidobacteria_Gp17;Gp17;,23.80952381,0,4.347826087,5.882352941,16.98113208,46.66666667,0,0,0,0,30.18867925,18.75,9.090909091,0,29.8245614,16.66666667,16.12903226,0,0,7.692307692,12,19.04761905,9.259259259,16.66666667,0,14.28571429,0,66.66666667,5.882352941,0,0,0,0,26.31578947,0,0,38.88888889,3.703703704,27.5862069,5,2.777777778
Bacteria;Acidobacteria;Acidobacteria_Gp18;Gp18;,0,0,0,0,0,0,0,0,0,0,18.86792453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteria_Gp1;Acidicapsa;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,17.64705882,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteria_Gp1;Bryocella;,31.74603175,0,0,17.64705882,50.94339623,65,0,0,0,37.5,0,3.125,0,0,61.40350877,8.333333333,3.225806452,48.14814815,0,3.846153846,32,19.04761905,40.74074074,43.33333333,12.5,0,14.28571429,33.33333333,0,33.33333333,33.33333333,0,80,0,33.33333333,0,44.44444444,14.81481481,75.86206897,5,66.66666667
Bacteria;Acidobacteria;Acidobacteria_Gp1;CandidatusKoribacter;,0,0,0,0,0,0,0,66.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.52631579,0,11.11111111,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteria_Gp1;Edaphobacter;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.851851852,0,0,0,0,5.555555556,0,0,0,0,0,0,0,0,0,20,26.31578947,0,33.33333333,0,0,3.448275862,0,0
Bacteria;Acidobacteria;Acidobacteria_Gp1;Gp1;,17.46031746,0,0,0,11.32075472,6.666666667,0,100,0,0,0,0,0,0,8.771929825,0,0,16.66666667,0,0,0,4.761904762,5.555555556,13.33333333,0,0,0,33.33333333,0,0,9.523809524,0,0,36.84210526,0,100,10.18518519,0,6.896551724,0,52.77777778
Bacteria;Acidobacteria;Acidobacteria_Gp1;Granulicella;,0,0,0,0,0,0,0,66.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,42.85714286,42.85714286,0,23.52941176,0,0,40,0,52.63157895,16.66666667,88.88888889,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteria_Gp1;Telmatobacter;,0,0,0,0,0,0,0,33.33333333,0,0,1.886792453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.84210526,0,44.44444444,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteria_Gp1;Terriglobus;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.52631579,0,11.11111111,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteria_Gp1;__;__,39.68253968,4.545454545,6.52173913,0,50.94339623,66.66666667,0,100,0,75,3.773584906,6.25,0,9.090909091,63.15789474,8.333333333,9.677419355,25.92592593,0,15.38461538,16,42.85714286,42.59259259,43.33333333,87.5,85.71428571,100,66.66666667,64.70588235,66.66666667,76.19047619,80,60,84.21052632,83.33333333,100,52.77777778,25.92592593,65.51724138,6.666666667,38.88888889
Bacteria;Acidobacteria;Acidobacteria_Gp1;unclassified_Acidobacteria_Gp1;,11.11111111,0,4.347826087,5.882352941,9.433962264,8.333333333,0,0,0,50,0,37.5,0,4.545454545,3.50877193,0,3.225806452,18.51851852,0,3.846153846,0,9.523809524,7.407407407,6.666666667,0,0,14.28571429,100,5.882352941,33.33333333,14.28571429,0,0,0,16.66666667,0,16.66666667,5.555555556,3.448275862,6.666666667,38.88888889
Bacteria;Acidobacteria;Acidobacteria_Gp21;Gp21;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteria_Gp22;Gp22;,14.28571429,0,0,11.76470588,3.773584906,18.33333333,0,0,0,0,0,3.125,0,0,8.771929825,0,6.451612903,0,0,3.846153846,4,0,7.407407407,11.66666667,0,0,0,33.33333333,0,0,0,0,0,0,0,0,19.44444444,7.407407407,10.34482759,1.666666667,2.777777778
Bacteria;Acidobacteria;Acidobacteria_Gp23;Gp23;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.225806452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteria_Gp23;Thermoanaerobaculum;,1.587301587,0,0,0,0,0,0,0,0,0,1.886792453,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteria_Gp25;Gp25;,1.587301587,0,0,0,0,0,0,0,0,0,1.886792453,0,0,0,0,8.333333333,3.225806452,0,0,0,0,0,7.407407407,0,0,0,14.28571429,0,0,0,0,0,20,5.263157895,0,0,0,0,0,0,2.777777778
Bacteria;Acidobacteria;Acidobacteria_Gp2;Gp2;,1.587301587,0,6.52173913,0,11.32075472,3.333333333,0,100,0,25,0,0,0,9.090909091,7.01754386,0,0,0,0,0,0,0,14.81481481,21.66666667,12.5,28.57142857,14.28571429,0,17.64705882,33.33333333,14.28571429,20,0,57.89473684,50,100,9.259259259,0,0,1.666666667,0
Bacteria;Acidobacteria;Acidobacteria_Gp3;Bryobacter;,0,0,0,0,0,0,0,0,0,0,28.30188679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteria_Gp3;CandidatusSolibacter;,0,0,0,0,0,0,0,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.78947368,0,22.22222222,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteria_Gp3;Gp3;,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,42.85714286,14.28571429,0,17.64705882,33.33333333,0,20,0,52.63157895,33.33333333,66.66666667,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteria_Gp3;Paludibaculum;,0,0,0,0,0,0,0,33.33333333,0,0,45.28301887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteria_Gp3;__;__,0,0,10.86956522,0,0,0,0,100,25,0,47.16981132,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,42.85714286,42.85714286,0,23.52941176,0,0,40,0,78.94736842,0,88.88888889,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteria_Gp4;Aridibacter;,0,0,0,0,1.886792453,0,0,0,25,0,66.03773585,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28.57142857,28.57142857,0,5.882352941,0,0,40,0,15.78947368,0,0,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteria_Gp4;Blastocatella;,9.523809524,0,0,5.882352941,35.8490566,13.33333333,0,33.33333333,0,0,3.773584906,3.125,0,0,33.33333333,0,0,0,0,15.38461538,0,38.0952381,5.555555556,0,0,0,0,100,5.882352941,0,42.85714286,40,60,15.78947368,33.33333333,11.11111111,37.03703704,9.259259259,27.5862069,1.666666667,11.11111111
Bacteria;Acidobacteria;Acidobacteria_Gp4;Gp4;,0,0,4.347826087,0,0,0,0,0,50,0,18.86792453,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14.28571429,42.85714286,0,17.64705882,0,0,0,0,31.57894737,0,0,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteria_Gp4;Pyrinomonas;,0,0,0,5.882352941,13.20754717,6.666666667,0,0,0,0,0,0,0,0,5.263157895,0,0,0,0,0,0,9.523809524,0,1.666666667,0,0,0,66.66666667,0,0,4.761904762,0,40,0,16.66666667,0,0,1.851851852,3.448275862,0,0
Bacteria;Acidobacteria;Acidobacteria_Gp4;__;__,15.87301587,4.545454545,2.173913043,11.76470588,45.28301887,38.33333333,0,33.33333333,25,0,18.86792453,9.375,0,13.63636364,29.8245614,0,9.677419355,3.703703704,0,11.53846154,0,23.80952381,0,6.666666667,0,0,28.57142857,100,5.882352941,0,19.04761905,40,80,5.263157895,66.66666667,0,30.55555556,33.33333333,31.03448276,8.333333333,0
Bacteria;Acidobacteria;Acidobacteria_Gp4;unclassified_Acidobacteria_Gp4;,38.0952381,4.545454545,0,0,32.0754717,36.66666667,0,0,0,0,0,0,0,27.27272727,31.57894737,0,19.35483871,11.11111111,14.28571429,11.53846154,0,19.04761905,0,18.33333333,0,0,28.57142857,100,5.882352941,0,23.80952381,40,80,5.263157895,16.66666667,0,43.51851852,12.96296296,27.5862069,5,5.555555556
Bacteria;Acidobacteria;Acidobacteria_Gp5;Gp5;,12.6984127,0,0,5.882352941,9.433962264,35,0,33.33333333,0,0,1.886792453,0,27.27272727,0,19.29824561,58.33333333,6.451612903,1.851851852,0,3.846153846,28,4.761904762,27.77777778,20,0,0,28.57142857,66.66666667,11.76470588,33.33333333,0,0,0,31.57894737,16.66666667,11.11111111,22.22222222,5.555555556,17.24137931,5,2.777777778
Bacteria;Acidobacteria;Acidobacteria_Gp6;Gp6;,66.66666667,0,6.52173913,23.52941176,56.60377358,73.33333333,0,33.33333333,75,75,13.20754717,28.125,0,13.63636364,71.92982456,0,35.48387097,22.22222222,57.14285714,46.15384615,0,47.61904762,5.555555556,46.66666667,0,0,14.28571429,100,5.882352941,33.33333333,47.61904762,20,80,78.94736842,0,55.55555556,70.37037037,31.48148148,65.51724138,26.66666667,50
Bacteria;Acidobacteria;Acidobacteria_Gp7;Gp7;,17.46031746,0,0,5.882352941,5.660377358,26.66666667,25,0,25,0,0,0,36.36363636,4.545454545,15.78947368,33.33333333,9.677419355,1.851851852,0,11.53846154,20,4.761904762,20.37037037,11.66666667,25,0,14.28571429,33.33333333,11.76470588,0,0,20,20,21.05263158,0,11.11111111,25,5.555555556,13.79310345,3.333333333,13.88888889
Bacteria;Acidobacteria;Acidobacteria_Gp9;Gp9;,0,0,0,0,0,1.666666667,0,0,0,0,0,0,0,0,1.754385965,0,0,0,0,3.846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.448275862,0,0
Bacteria;Acidobacteria;Holophagae;Holophagales;Holophagaceae,53.96825397,4.545454545,2.173913043,5.882352941,7.547169811,5,0,0,0,37.5,32.0754717,15.625,27.27272727,13.63636364,1.754385965,25,3.225806452,7.407407407,28.57142857,11.53846154,12,14.28571429,22.22222222,3.333333333,0,0,0,33.33333333,0,0,0,0,40,15.78947368,0,11.11111111,11.11111111,38.88888889,0,38.33333333,8.333333333
Bacteria;Acidobacteria;__;__;__,33.33333333,0,6.52173913,0,18.86792453,28.33333333,0,33.33333333,75,12.5,67.9245283,3.125,9.090909091,4.545454545,22.80701754,0,6.451612903,14.81481481,0,11.53846154,8,23.80952381,5.555555556,18.33333333,0,28.57142857,42.85714286,33.33333333,17.64705882,0,9.523809524,20,40,57.89473684,0,0,33.33333333,5.555555556,37.93103448,13.33333333,27.77777778
Bacteria;Acidobacteria;unclassified_Acidobacteria;;__,0,0,0,0,0,0,0,0,0,0,16.98113208,0,0,0,0,0,0,0,0,0,0,0,0,0,25,57.14285714,57.14285714,0,29.41176471,33.33333333,0,40,0,0,16.66666667,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Acidimicrobidae;Acidimicrobiales,30.15873016,27.27272727,2.173913043,11.76470588,33.96226415,83.33333333,100,66.66666667,100,25,79.24528302,25,90.90909091,54.54545455,63.15789474,91.66666667,6.451612903,22.22222222,0,30.76923077,76,14.28571429,72.22222222,15,37.5,28.57142857,28.57142857,100,11.76470588,33.33333333,19.04761905,40,80,100,50,100,57.40740741,20.37037037,68.96551724,26.66666667,25
Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales,95.23809524,90.90909091,97.82608696,100,100,100,100,100,100,100,98.11320755,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Bifidobacteriales,0,0,0,0,0,0,0,33.33333333,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,21.05263158,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,5.882352941,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Coriobacteridae;Coriobacteriales,25.3968254,4.545454545,4.347826087,23.52941176,1.886792453,5,25,0,25,12.5,11.32075472,12.5,0,4.545454545,5.263157895,8.333333333,77.41935484,16.66666667,0,30.76923077,8,0,11.11111111,3.333333333,0,14.28571429,0,0,0,0,0,20,0,15.78947368,0,11.11111111,37.96296296,18.51851852,3.448275862,45,25
Bacteria;Actinobacteria;Actinobacteria;Nitriliruptoridae;Euzebyales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.448275862,0,0
Bacteria;Actinobacteria;Actinobacteria;Nitriliruptoridae;unclassified_Nitriliruptoridae,0,0,2.173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Rubrobacteridae;Gaiellales,0,0,0,0,0,0,0,66.66666667,75,0,13.20754717,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,14.28571429,0,5.882352941,0,0,0,0,78.94736842,0,66.66666667,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Rubrobacteridae;Rubrobacterales,3.174603175,0,0,0,0,13.33333333,0,0,0,0,7.547169811,0,0,0,5.263157895,0,0,0,0,3.846153846,0,0,1.851851852,26.66666667,50,28.57142857,28.57142857,0,17.64705882,0,0,40,0,26.31578947,33.33333333,0,0,1.851851852,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Rubrobacteridae;Solirubrobacterales,58.73015873,40.90909091,6.52173913,23.52941176,92.45283019,100,0,66.66666667,75,100,33.96226415,9.375,63.63636364,31.81818182,96.49122807,66.66666667,41.93548387,53.7037037,42.85714286,65.38461538,80,85.71428571,75.92592593,60,62.5,71.42857143,71.42857143,100,47.05882353,66.66666667,90.47619048,60,100,94.73684211,50,100,72.22222222,42.59259259,93.10344828,33.33333333,77.77777778
Bacteria;Actinobacteria;Actinobacteria;Rubrobacteridae;__,0,0,4.347826087,0,3.773584906,16.66666667,0,33.33333333,0,0,9.433962264,0,0,0,10.52631579,33.33333333,3.225806452,0,0,0,20,0,5.555555556,1.666666667,37.5,28.57142857,28.57142857,0,5.882352941,33.33333333,4.761904762,40,0,26.31578947,0,11.11111111,0.925925926,3.703703704,10.34482759,0,0
Bacteria;Actinobacteria;Actinobacteria;Rubrobacteridae;unclassified_Rubrobacteridae,6.349206349,0,0,5.882352941,3.773584906,33.33333333,0,0,0,0,0,0,9.090909091,4.545454545,15.78947368,8.333333333,9.677419355,1.851851852,0,3.846153846,28,0,7.407407407,1.666666667,0,14.28571429,0,33.33333333,5.882352941,0,0,20,20,26.31578947,16.66666667,0,6.481481481,7.407407407,31.03448276,1.666666667,0
Bacteria;Actinobacteria;Actinobacteria;__;__,34.92063492,0,6.52173913,29.41176471,28.30188679,61.66666667,50,0,25,12.5,26.41509434,18.75,36.36363636,40.90909091,59.64912281,66.66666667,19.35483871,22.22222222,14.28571429,15.38461538,68,19.04761905,66.66666667,21.66666667,75,71.42857143,71.42857143,66.66666667,29.41176471,66.66666667,14.28571429,60,80,36.84210526,100,22.22222222,49.07407407,50,58.62068966,21.66666667,13.88888889
Bacteria;Actinobacteria;Actinobacteria;unclassified_Actinobacteria;,0,0,2.173913043,0,0,5,0,0,0,0,0,0,0,0,5.263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.851851852,3.448275862,1.666666667,0
Bacteria;Actinobacteria;Thermoleophilia;Thermoleophilales;Thermoleophilaceae,0,0,0,0,1.886792453,18.33333333,0,0,50,0,0,0,9.090909091,0,7.01754386,8.333333333,0,0,0,0,0,0,3.703703704,1.666666667,0,0,14.28571429,0,0,0,0,20,0,0,0,0,2.777777778,5.555555556,17.24137931,0,0
Bacteria;Actinobacteria;__;__;__,30.15873016,36.36363636,2.173913043,17.64705882,43.39622642,91.66666667,50,33.33333333,25,37.5,0,15.625,72.72727273,40.90909091,75.43859649,75,22.58064516,14.81481481,28.57142857,30.76923077,72,23.80952381,70.37037037,43.33333333,50,42.85714286,28.57142857,100,17.64705882,33.33333333,23.80952381,40,0,15.78947368,33.33333333,22.22222222,46.2962963,24.07407407,75.86206897,13.33333333,11.11111111
Bacteria;Actinobacteria;unclassified_Actinobacteria;;__,3.174603175,0,0,0,7.547169811,46.66666667,50,0,0,0,0,0,9.090909091,0,24.56140351,0,0,5.555555556,0,0,4,4.761904762,12.96296296,3.333333333,0,0,14.28571429,66.66666667,0,0,9.523809524,20,60,5.263157895,0,11.11111111,12.96296296,11.11111111,31.03448276,5,5.555555556
Bacteria;Aquificae;Aquificae;Aquificales;Aquificaceae,1.587301587,4.545454545,0,0,0,0,0,0,0,0,1.886792453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Aquificae;Aquificae;Aquificales;__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,28.57142857,0,23.52941176,66.66666667,0,20,0,0,33.33333333,0,0,0,0,0,0
Bacteria;Aquificae;Aquificae;__;__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.851851852,0,0,0,0
Bacteria;Armatimonadetes;Armatimonadetes_gp2;;__,1.587301587,0,0,0,0,0,0,0,0,0,7.547169811,3.125,0,0,0,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,1.851851852,0,0,1.666666667,0
Bacteria;Armatimonadetes;Armatimonadetes_gp4;;__,3.174603175,0,0,0,3.773584906,13.33333333,0,0,25,0,1.886792453,3.125,0,0,8.771929825,0,0,1.851851852,0,0,4,9.523809524,1.851851852,0,0,0,14.28571429,33.33333333,0,0,0,0,0,0,0,0,6.481481481,1.851851852,13.79310345,0,5.555555556
Bacteria;Armatimonadetes;Armatimonadetes_gp5;;__,68.25396825,0,0,0,16.98113208,15,0,66.66666667,25,25,9.433962264,37.5,9.090909091,40.90909091,19.29824561,8.333333333,12.90322581,27.77777778,14.28571429,23.07692308,8,9.523809524,3.703703704,20,0,42.85714286,42.85714286,33.33333333,5.882352941,33.33333333,38.0952381,0,60,42.10526316,16.66666667,44.44444444,32.40740741,42.59259259,10.34482759,18.33333333,44.44444444
Bacteria;Armatimonadetes;Armatimonadia;Armatimonadales;Armatimonadaceae,20.63492063,0,2.173913043,5.882352941,33.96226415,35,0,66.66666667,0,37.5,79.24528302,12.5,36.36363636,9.090909091,22.80701754,33.33333333,6.451612903,24.07407407,0,3.846153846,48,9.523809524,33.33333333,16.66666667,12.5,14.28571429,14.28571429,66.66666667,0,0,4.761904762,60,0,63.15789474,83.33333333,66.66666667,50.92592593,51.85185185,31.03448276,11.66666667,11.11111111
Bacteria;Armatimonadetes;Chthonomonadetes;Chthonomonadales;Chthonomonadaceae,4.761904762,0,0,5.882352941,7.547169811,0,0,66.66666667,0,0,0,0,0,0,0,8.333333333,0,0,0,0,0,0,1.851851852,1.666666667,12.5,14.28571429,0,0,0,0,0,20,0,42.10526316,16.66666667,55.55555556,3.703703704,0,3.448275862,1.666666667,2.777777778
Bacteria;Armatimonadetes;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae,7.936507937,0,0,0,20.75471698,28.33333333,0,0,0,0,1.886792453,0,0,0,22.80701754,8.333333333,0,0,0,0,4,28.57142857,7.407407407,5,12.5,14.28571429,14.28571429,66.66666667,11.76470588,0,19.04761905,0,20,0,33.33333333,0,9.259259259,9.259259259,20.68965517,0,0
Bacteria;Armatimonadetes;__;__;__,3.174603175,0,4.347826087,0,15.09433962,3.333333333,25,33.33333333,0,12.5,45.28301887,0,0,0,0,0,0,1.851851852,0,7.692307692,0,0,7.407407407,6.666666667,0,14.28571429,0,0,0,33.33333333,14.28571429,20,0,15.78947368,16.66666667,22.22222222,1.851851852,1.851851852,0,0,5.555555556
Bacteria;Armatimonadetes;unclassified_Armatimonadetes;;__,0,0,0,0,0,0,0,0,0,0,11.32075472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;BRC1;BRC1_genera_incertae_sedis;;__,0,0,0,0,0,0,0,0,0,0,1.886792453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,15.78947368,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae,22.22222222,0,4.347826087,47.05882353,11.32075472,13.33333333,50,0,0,12.5,0,34.375,27.27272727,59.09090909,14.03508772,16.66666667,93.5483871,66.66666667,85.71428571,84.61538462,52,4.761904762,24.07407407,16.66666667,0,0,57.14285714,0,0,0,14.28571429,20,40,0,33.33333333,22.22222222,48.14814815,59.25925926,27.5862069,88.33333333,69.44444444
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiliaceae,1.587301587,0,4.347826087,0,0,0,0,0,0,0,15.09433962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae,33.33333333,31.81818182,8.695652174,58.82352941,33.96226415,10,100,33.33333333,25,62.5,11.32075472,65.625,54.54545455,54.54545455,17.54385965,58.33333333,67.74193548,64.81481481,57.14285714,73.07692308,76,23.80952381,50,40,12.5,14.28571429,42.85714286,33.33333333,47.05882353,0,33.33333333,20,60,26.31578947,33.33333333,55.55555556,42.59259259,72.22222222,20.68965517,78.33333333,55.55555556
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae,4.761904762,18.18181818,2.173913043,11.76470588,3.773584906,0,100,0,0,12.5,3.773584906,9.375,0,0,1.754385965,0,6.451612903,9.259259259,28.57142857,19.23076923,0,0,3.703703704,15,0,0,14.28571429,33.33333333,11.76470588,33.33333333,9.523809524,0,0,21.05263158,33.33333333,33.33333333,12.03703704,0,3.448275862,25,11.11111111
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prolixibacteraceae,50.79365079,63.63636364,0,17.64705882,26.41509434,18.33333333,25,0,0,12.5,73.58490566,25,18.18181818,4.545454545,15.78947368,25,9.677419355,16.66666667,42.85714286,38.46153846,28,0,16.66666667,8.333333333,0,0,14.28571429,0,5.882352941,0,9.523809524,0,40,5.263157895,33.33333333,0,34.25925926,48.14814815,24.13793103,31.66666667,11.11111111
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae,9.523809524,0,4.347826087,23.52941176,7.547169811,3.333333333,50,0,0,0,0,12.5,0,18.18181818,5.263157895,0,61.29032258,42.59259259,28.57142857,26.92307692,16,4.761904762,7.407407407,0,0,14.28571429,28.57142857,0,5.882352941,0,9.523809524,20,20,5.263157895,16.66666667,11.11111111,22.22222222,5.555555556,3.448275862,38.33333333,38.88888889
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;__,11.11111111,13.63636364,10.86956522,17.64705882,7.547169811,10,75,0,0,0,98.11320755,0,27.27272727,9.090909091,3.50877193,25,29.03225806,7.407407407,0,7.692307692,16,0,20.37037037,3.333333333,0,0,28.57142857,0,0,0,9.523809524,0,20,26.31578947,0,22.22222222,15.74074074,40.74074074,6.896551724,25,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;unclassified_Bacteroidales,0,0,0,5.882352941,1.886792453,0,0,0,0,0,69.81132075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,11.11111111,0,0,0,0,0
