,Ambystoma altamirani,Ambystoma mexicanum,Ambystoma rivulare,Andrias japonicus,Aquiloeurycea cafetalera,Batrachoseps attenuatus,Batrachuperus tibetanus,Bolitoglossa franklini,Bolitoglossa lincolni,Chiropterotriton nubilus,Cryptobranchus alleganiensis,Cynops pyrrhogaster,Desmognathus monticola,Echinotriton andersoni,Ensatina eschscholtzii,Eurycea bislineata,Ichthyosaura alpestris,Lissotriton boscai,Lissotriton helveticus,Lissotriton vulgaris,Notophthalmus viridescens,Parvimolge townsendi,Plethodon cinereus,Plethodon glutinosus,Pseudoeurycea altamontana,Aquiloeurycea cephalica,Pseudoeurycea gadovii,Pseudoeurycea granitum,Pseudoeurycea leprosa,Pseudoeurycea longicauda,Pseudoeurycea lynchi,Pseudoeurycea melanomolga,Pseudoeurycea nigromaculata,Pseudoeurycea rex,Pseudoeurycea robertsi,Pseudoeurycea sp,Salamandra salamandra,Taricha granulosa,Taricha torosa,Triturus cristatus,Triturus marmoratus
Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001893939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001436782,0,0.005787037
Bacteria;Firmicutes;Bacilli;Bacillales;__,0.044312169,0.007575758,0.06884058,0.12254902,0.084119497,0.032638889,0.65625,0.027777778,0.34375,0.666666667,0.171383648,0.072916667,0.015151515,1.130681818,0.026315789,0.083333333,0.076612903,0.243055556,0.083333333,0.16025641,0.025,0.051587302,0.043209877,0.499305556,0.166666667,0.208333333,0.297619048,0.027777778,0.289215686,0.444444444,0.029761905,0.108333333,0.133333333,0.120614035,0.208333333,0.106481481,0.147376543,0.022376543,0.033045977,0.099305556,0.262731481
Bacteria;Firmicutes;Bacilli;Bacillales;unclassified_Bacillales,0,0,0.009963768,0.004901961,0.001572327,0,0,0,0,0,0.003144654,0,0,0.007575758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae,0.001322751,0.001893939,0,0.00245098,0.001572327,0.001388889,0,0.041666667,0,0,0.014150943,0.01953125,0,0,0.001461988,0,0,0,0.011904762,0.009615385,0,0,0,0.091666667,0.026041667,0.017857143,0.005952381,0,0.00245098,0,0,0,0,0.067982456,0.020833333,0.472222222,0.005401235,0,0,0.003472222,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae,0.005952381,0.001893939,0.000905797,0.049019608,0.008647799,0.000694444,0.0625,0.055555556,0.020833333,0.020833333,0.01336478,0.005208333,0.446969697,0,0.005116959,0.465277778,0.010752688,0.024691358,0.125,0.190705128,0.436666667,0.001984127,0.293981481,0.06875,0,0,0.011904762,0,0.004901961,0.041666667,0.001984127,0,0.008333333,0.234649123,0,0.032407407,0.030478395,0.000771605,0.002873563,0.022222222,0.513888889
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae,0.013227513,0,0,0.051470588,0.018081761,0.001388889,0.072916667,0,0,0,0.000786164,0.084635417,0,0,0,0,0.069892473,0.021604938,0,0.008012821,0,0.005952381,0.000771605,0.024305556,0,0.005952381,0,0,0.009803922,0,0.013888889,0.016666667,0.2,0,0.020833333,0.023148148,0.040895062,0.000771605,0,0.047222222,0.012731481
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae,0.056878307,0,0.011775362,0.075980392,0.025157233,0.002083333,0.145833333,0,0.010416667,0.005208333,0,0.075520833,0,0.017045455,0.012426901,0,0.008064516,0.020833333,0.101190476,0.150641026,0.001666667,0.013888889,0.009259259,0.271527778,0,0,0,0.013888889,0,0,0.007936508,0,0.008333333,0.065789474,0,0.032407407,0.005015432,0.00308642,0.002873563,0.043055556,0.016203704
Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae,0.078703704,0.017045455,0,0.004901961,0.01336478,0.002083333,0,0,0,0.057291667,0.000786164,0.00390625,0,0.001893939,0.004385965,0,0.00672043,0.092592593,0.011904762,0.004807692,0,0.011904762,0.00154321,0.017361111,0,0.023809524,0,0.027777778,0.034313725,0,0.021825397,0,0.016666667,0.041666667,0.013888889,0.009259259,0.03125,0.002314815,0.004310345,0.006944444,0.047453704
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae,0.018518519,0.064393939,0,0.259803922,0.027515723,0.021527778,0.09375,0.597222222,0.5625,0.072916667,0.172955975,0.276041667,1.125,0.147727273,0.024853801,0.892361111,0.173387097,0.263117284,0.297619048,0.730769231,0.871666667,0.045634921,0.665123457,0.959722222,0.213541667,0.279761905,0.470238095,0.069444444,1.759803922,0.208333333,0.140873016,0.2,0.516666667,0.914473684,0.444444444,0.166666667,0.147376543,0.002314815,0.024425287,0.284722222,0.1875
Bacteria;Firmicutes;Bacilli;Lactobacillales;__,0.021825397,0.018939394,0.182065217,0.220588235,0.011006289,0.000694444,0.125,0.055555556,0.020833333,0.015625,0,0.32421875,0.265151515,0.037878788,0.010233918,0.263888889,0.137096774,0.19367284,0.30952381,0.580128205,0.296666667,0.025793651,0.178240741,0.170833333,0,0.005952381,0,0,0.004901961,0,0.011904762,0.016666667,1.583333333,0.004385965,0,0,0.054398148,0.000771605,0.005747126,0.172916667,0.111111111
Bacteria;Firmicutes;Bacilli;Lactobacillales;unclassified_Lactobacillales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001666667,0,0.003858025,0.002083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;__;__,0.001984127,0.001893939,0.144021739,0,0.007075472,0.027083333,0.052083333,0,0,0,0.003930818,0,0.007575758,0,0.006578947,0.017361111,0.002688172,0.011574074,0,0.049679487,0.006666667,0.013888889,0.017746914,0.068055556,0.03125,0.011904762,0.017857143,0.055555556,0.053921569,0.027777778,0.001984127,0.066666667,0.025,0.00877193,0.020833333,0,0.02662037,0,0.004310345,0.0125,0.003472222
Bacteria;Firmicutes;Bacilli;unclassified_Bacilli;,0,0,0.001811594,0,0,0.003472222,0,0,0,0,0,0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Catabacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004385965,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae1,0.141534392,0.009469697,0.063405797,0.068627451,0.008647799,0.016666667,0.020833333,0,0,0.036458333,0.016509434,0.869791667,0.049242424,0.490530303,0.006578947,0.034722222,0.196236559,0.298611111,0.041666667,0.144230769,0.07,0.013888889,0.028549383,0.14375,0,0,0,0,0,0,0.007936508,0,0.091666667,0.026315789,0,0.027777778,0.480324074,4.036265432,0.010057471,0.290972222,0.16087963
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae2,0.001984127,0.035984848,0,0,0,0,0.020833333,0,0,0,0,0,0,0,0,0,0.004032258,0,0,0,0,0,0.000771605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_IncertaeSedisIII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003472222
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_IncertaeSedisXI,0.003306878,0.009469697,0.001811594,0.039215686,0.002358491,0,0,0.041666667,0,0,0,0.028645833,0,0.011363636,0.002923977,0.003472222,0.012096774,0.06095679,0,0.083333333,0.003333333,0,0.00154321,0.103472222,0.088541667,0.071428571,0.25,0,0.039215686,0.027777778,0.003968254,0.033333333,0,0.052631579,0.104166667,0.027777778,0.018904321,0,0,0.035416667,0.056712963
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_IncertaeSedisXII,0,0.011363636,0,0,0,0,0.072916667,0,0,0,0.010220126,0,0,0,0,0,0,0.00154321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002314815,0.000771605,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_IncertaeSedisXIII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011217949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_IncertaeSedisXVIII,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001893939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003472222
Bacteria;Firmicutes;Clostridia;Clostridiales;Defluviitaleaceae,0.003306878,0,0,0,0.022012579,0.0125,0,0,0,0.005208333,0,0.002604167,0,0,0.033625731,0,0.001344086,0.114197531,0,0.006410256,0.076666667,0,0.019290123,0.083333333,0,0,0,0,0,0,0.001984127,0,0.05,0,0,0,0.019675926,0.002314815,0,0.000694444,0.094907407
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae,0,0,0.004528986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029320988,0,0.012820513,0.003333333,0,0,0.002777778,0,0,0,0,0,0,0,0.008333333,0,0,0,0,0.012345679,0,0,0.004166667,0.030092593
Bacteria;Firmicutes;Clostridia;Clostridiales;Gracilibacteraceae,0,0,0,0,0,0.001388889,0,0,0,0,0,0,0.003787879,0.017045455,0.000730994,0,0,0.002314815,0,0,0,0,0,0.009027778,0,0,0,0,0,0,0,0,0,0,0,0,0.00308642,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Heliobacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003787879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000771605,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae,0.01984127,0.007575758,0.123188406,0.191176471,0.016509434,0.065972222,0.416666667,0.097222222,0,0.020833333,0.005503145,0.247395833,0.011363636,0.134469697,0.147660819,0.003472222,0.581989247,1.021604938,0.125,0.299679487,0.108333333,0.007936508,0.029320988,0.127083333,0.067708333,0.011904762,0.18452381,0,0.071078431,0.041666667,0.099206349,0.033333333,0.1,0.035087719,0.0625,0.37962963,1.061342593,1.030092593,0.014367816,0.355555556,1.005787037
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae1,0,0,0.000905797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae2,0.001322751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003472222,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptoniphilaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0.011904762,0,0.031862745,0.069444444,0,0.008333333,0,0.010964912,0.041666667,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.103174603,0.018939394,0.026268116,0.071078431,0.007075472,0.002777778,0.114583333,0,0,0,0.113993711,0.791666667,0.075757576,0.492424242,0.002192982,0.013888889,0.130376344,0.291666667,0.107142857,0.200320513,0.036666667,0.003968254,0.020833333,0.026388889,0,0,0.005952381,0,0,0,0.001984127,0,0,0.015350877,0,0.092592593,0.24537037,3.416666667,0.004310345,0.2625,0.024305556
Bacteria;Firmicutes;Clostridia;Clostridiales;Proteinivoraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017857143,0,0,0,0,0,0,0,0,0,0,0.002314815,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae,0.031746032,0.015151515,0.133152174,0.156862745,0.02672956,0.058333333,0.114583333,0.027777778,0,0.03125,0.003930818,0.178385417,0.015151515,0.21780303,0.148391813,0.013888889,0.625,2.582561728,0.172619048,0.453525641,0.173333333,0.001984127,0.061728395,0.235416667,0.005208333,0,0.738095238,0.013888889,0.019607843,0.041666667,0.06547619,0.008333333,0.15,0.048245614,0.027777778,0.375,0.62191358,0.108796296,0.015804598,0.635416667,1.71875
Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae,0.001984127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012820513,0,0,0,0.105555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008101852
Bacteria;Firmicutes;Clostridia;Clostridiales;__,0.002645503,0.013257576,0.121376812,0.022058824,0.006289308,0.002083333,0.177083333,0.041666667,0,0.005208333,0.02672956,0.135416667,0,0.015151515,0.002923977,0.003472222,0.041666667,0.06558642,0.053571429,0.03525641,0.026666667,0.001984127,0.037808642,0.004166667,0,0.053571429,0.232142857,0,0.007352941,0,0.001984127,0.008333333,0.016666667,0.041666667,0,0.12037037,0.038966049,0.030864198,0,0.022222222,0.060185185
Bacteria;Firmicutes;Clostridia;Clostridiales;unclassified_Clostridiales,0,0,0.011775362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027777778,0,0,0,0,0,0.009259259,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae,0.000661376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001344086,0,0,0,0,0,0,0,0,0,0.011904762,0,0,0,0,0,0,0,0,0,0.001157407,0,0,0,0.003472222
Bacteria;Firmicutes;Clostridia;__;__,0.001322751,0,0.001811594,0,0,0.002777778,0,0,0,0,0,0,0,0.005681818,0.001461988,0.010416667,0.001344086,0.06095679,0,0.003205128,0.008333333,0.001984127,0.00154321,0.000694444,0,0,0,0,0,0,0.007936508,0,0.008333333,0,0,0,0.003472222,0.000771605,0,0.001388889,0.041666667
Bacteria;Firmicutes;Clostridia;unclassified_Clostridia;,0,0,0,0,0,0.000694444,0,0,0,0,0,0,0,0.001893939,0,0,0,0,0,0,0,0,0,0.000694444,0,0,0,0,0,0,0,0,0,0,0,0,0.003858025,0,0,0,0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae,0.001322751,0,0.000905797,0.00245098,0.002358491,0.0125,0.03125,0,0,0.005208333,0,0.0546875,0.003787879,0.041666667,0.032894737,0.006944444,0.033602151,0.112654321,0.029761905,0.022435897,0.061666667,0.009920635,0.020833333,0.027777778,0,0,0,0.013888889,0.012254902,0,0.003968254,0,0.033333333,0,0,0.037037037,0.065200617,0.175154321,0.00862069,0.032638889,0.146990741
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0,0,0,0,0,0,0,0,0,0,0.000786164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae,0.001322751,0.001893939,0,0.014705882,0,0,0,0,0.270833333,0,0.024371069,0.002604167,0,0.007575758,0,0,0.005376344,0.000771605,0,0.012820513,0,0,0,0.015972222,0.015625,0.053571429,0.005952381,0.013888889,0.007352941,0,0,0.075,0.008333333,0.166666667,0.027777778,0.013888889,0.00462963,0.000771605,0,0.007638889,0.001157407
Bacteria;Firmicutes;Negativicutes;Selenomonadales;__,0.000661376,0,0,0.019607843,0.001572327,0.000694444,0,0,0,0.010416667,0,0.032552083,0,0,0.093567251,0,0.02016129,0.044753086,0.023809524,0.153846154,0,0,0.000771605,0,0,0,0,0,0,0,0.003968254,0,0.125,0,0,0,0.017746914,0.002314815,0.002873563,0.05625,0.024305556
Bacteria;Firmicutes;Negativicutes;Selenomonadales;unclassified_Selenomonadales,0.001984127,0,0,0.036764706,0.000786164,0,0,0,0,0,0,0.03125,0,0.001893939,0.000730994,0,0.002688172,0.035493827,0.077380952,0.065705128,0,0,0.002314815,0.063888889,0,0,0,0,0,0,0,0,0.158333333,0,0,0,0.015046296,0.002314815,0,0.040972222,0.016203704
Bacteria;Firmicutes;__;__;__,0.021164021,0.005681818,0.014492754,0.328431373,0.052672956,0.102083333,0.21875,0,0.166666667,0.0625,0.044811321,0.059895833,0.053030303,0.051136364,0.066520468,0.055555556,1.129032258,0.645833333,0.083333333,0.286858974,0.11,0.03968254,0.144290123,0.084027778,0.109375,0.005952381,0.279761905,0.083333333,0.031862745,0.097222222,0.023809524,0.016666667,0.116666667,0.054824561,0.048611111,0.060185185,1.428626543,0.087962963,0.047413793,0.68125,0.363425926
Bacteria;Firmicutes;unclassified_Firmicutes;;__,0.002645503,0.003787879,0,0,0.010220126,0.004861111,0.020833333,0,0,0.010416667,0.008647799,0.001302083,0,0.005681818,0.001461988,0.017361111,0.001344086,0.024691358,0,0.006410256,0,0.001984127,0.008487654,0.001388889,0.005208333,0,0,0,0,0,0.023809524,0.008333333,0.008333333,0,0,0,0.009645062,0.00154321,0.001436782,0.003472222,0.010416667
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae,0.001984127,0.140151515,0.009057971,0.022058824,0.001572327,0.020833333,0.020833333,0,0,0,0.108490566,0.013020833,0.068181818,0.03219697,0,0.069444444,0.301075269,0.089506173,0.017857143,0.094551282,0.106666667,0,0.050154321,0.059027778,0,0.017857143,0,0,0.019607843,0,0.005952381,0,0.016666667,0.046052632,0.006944444,0.013888889,0.126929012,1.175154321,0.004310345,0.115972222,0.084490741
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae,0.001322751,0.001893939,0.010869565,0.007352941,0.000786164,0,0,0,0.03125,0,0.007861635,0.002604167,0,0,0.001461988,0,0,0.013117284,0,0.019230769,0,0.001984127,0.00308642,0.201388889,0.010416667,0,0,0,0.007352941,0,0.001984127,0,0,0.030701754,0.027777778,0.013888889,0.002314815,0.000771605,0,0.00625,0.00462963
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;__,0,0,0,0,0,0,0,0,0,0,0.003144654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;unclassified_Fusobacteriales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae,0.002645503,0.018939394,0.048007246,0.004901961,0,0.005555556,0,0.097222222,0.208333333,0,0.149371069,0,0,0,0.012426901,0,0,0,0,0,0,0,0,0.003472222,0.036458333,0,0.053571429,0,0.056372549,0,0,0.141666667,0.008333333,0.252192982,0.041666667,0.092592593,0.00462963,0.007716049,0.014367816,0.005555556,0
Bacteria;Hydrogenedentes;CandidatusHydrogenedens;;__,0.002645503,0,0,0,0.001572327,0.000694444,0.072916667,0,0.0625,0,0.000786164,0,0,0,0.005116959,0.006944444,0.001344086,0,0,0,0,0,0,0,0,0,0,0.027777778,0,0,0,0,0,0,0,0,0.009259259,0,0.002873563,0.001388889,0
Bacteria;Ignavibacteriae;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae,0.014550265,0,0.000905797,0.004901961,0.003144654,0.004166667,0.010416667,0,0,0,0.126572327,0.001302083,0,0,0.004385965,0.017361111,0.018817204,0.00308642,0.029761905,0,0.001666667,0,0.00154321,0,0,0,0,0,0,0,0,0.008333333,0,0.010964912,0,0,0.010416667,0.000771605,0.001436782,0.008333333,0
Bacteria;Latescibacteria;Latescibacteria_genera_incertae_sedis;;__,0.003968254,0,0,0,0,0.001388889,0,0,0,0,0,0.001302083,0,0,0.003654971,0.017361111,0,0,0,0.006410256,0,0,0.00462963,0.00625,0,0,0.011904762,0,0,0,0,0,0,0,0,0,0.004243827,0,0.002873563,0,0
Bacteria;Lentisphaerae;Lentisphaeria;Victivallales;Victivallaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003858025,0,0,0
Bacteria;Lentisphaerae;Oligosphaeria;Oligosphaerales;Oligosphaeraceae,0.000661376,0,0,0,0,0.000694444,0,0,0,0,0,0,0,0,0.000730994,0,0,0,0,0,0,0,0.000771605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000771605,0,0.004166667,0
Bacteria;Lentisphaerae;__;__;__,0,0,0,0,0,0,0,0,0,0,0.004716981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Lentisphaerae;unclassified_Lentisphaerae;;__,0,0,0,0,0,0,0,0,0,0,0.010220126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Microgenomates;Microgenomates_genera_incertae_sedis;;__,0,0,0,0,0.001572327,0,0,0.027777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001984127,0,0,0.002192982,0,0.013888889,0,0,0,0,0
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae,0,0,0,0,0,0,0,0,0.010416667,0,0.212264151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0.017857143,0,0,0.00245098,0.013888889,0,0,0,0.059210526,0,0,0,0,0,0,0
Bacteria;Omnitrophica;Omnitrophica_genera_incertae_sedis;;__,0,0,0,0,0,0,0,0,0,0,0.000786164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Parcubacteria;Parcubacteria_genera_incertae_sedis;;__,0.008597884,0,0.000905797,0,0.006289308,0.027083333,0,0.083333333,0.229166667,0,0.172169811,0.009114583,0,0,0.013888889,0,0.002688172,0.000771605,0,0.008012821,0,0.007936508,0,0.049305556,0.005208333,0.029761905,0.023809524,0.027777778,0.00245098,0,0.003968254,0.041666667,0,0.414473684,0.076388889,0.259259259,0.005787037,0.013117284,0.00862069,0,0.002314815
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae,0,0,0,0,0,0.002083333,0,0,0,0,0.043238994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063596491,0,0,0.000771605,0,0,0,0
Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;Tepidisphaeraceae,0.003968254,0,0,0.007352941,0.003144654,0.013194444,0,0,0,0,0,0.00390625,0,0,0.018274854,0,0,0,0,0,0,0.005952381,0,0.013194444,0,0,0,0.013888889,0,0,0,0,0,0.00877193,0.013888889,0.013888889,0.000385802,0.008487654,0.028735632,0,0
Bacteria;Planctomycetes;Phycisphaerae;__;__,0,0,0,0.007352941,0,0,0,0,0,0,0.018081761,0,0,0,0,0,0,0,0,0,0,0,0.000771605,0,0,0,0,0,0,0,0,0,0,0.010964912,0,0,0,0,0,0.002083333,0
Bacteria;Planctomycetes;Phycisphaerae;unclassified_Phycisphaerae;,0.001984127,0,0,0,0,0,0,0,0,0,0.000786164,0,0.003787879,0.001893939,0.001461988,0,0,0,0.005952381,0,0,0,0,0.000694444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Planctomycetes;Planctomycetia;CandidatusBrocadiales;CandidatusBrocadiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001388889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae,0.718253968,1.498106061,0.038949275,0.181372549,1.446540881,1.019444444,2.114583333,0.847222222,0.416666667,0.447916667,0.039308176,0.29296875,0.090909091,0.293560606,0.657894737,0.086805556,0.405913978,1.469135802,0.136904762,0.408653846,0.14,0.349206349,0.299382716,2.545833333,1.848958333,1.05952381,1.011904762,1.986111111,1.473039216,3.180555556,0.946428571,2.85,1.25,1.039473684,1.208333333,1.291666667,1.457947531,0.338734568,0.734195402,0.215277778,2.001157407
Bacteria;Planctomycetes;Planctomycetia;__;__,0.002645503,0,0,0,0.000786164,0.003472222,0,0,0,0,0.158805031,0,0,0,0.000730994,0,0,0.000771605,0,0,0,0,0,0.000694444,0,0.005952381,0,0,0,0,0.003968254,0,0.016666667,0,0,0,0.005015432,0.00154321,0.002873563,0.000694444,0.002314815
Bacteria;Planctomycetes;Planctomycetia;unclassified_Planctomycetia;,0.017195767,0.064393939,0,0,0.007861635,0.052777778,0,0,0.010416667,0,0.049528302,0.018229167,0,0,0.032163743,0,0.004032258,0.002314815,0,0.001602564,0,0.007936508,0,0.018055556,0,0,0,0.083333333,0,0,0,0,0,0.037280702,0,0.00462963,0.06404321,0.010802469,0.028735632,0.002777778,0
Bacteria;Planctomycetes;__;__;__,0.037037037,0.049242424,0.001811594,0.004901961,0.120283019,0.072916667,0.114583333,0,0,0.005208333,0.014150943,0,0,0,0.041666667,0,0.004032258,0.041666667,0.011904762,0.016025641,0.005,0.011904762,0.020833333,0.115277778,0,0.005952381,0.005952381,0.083333333,0.039215686,0.083333333,0.033730159,0,0.05,0.01754386,0.027777778,0.00462963,0.044367284,0.008487654,0.018678161,0.004166667,0.048611111
Bacteria;Planctomycetes;unclassified_Planctomycetes;;__,0.003968254,0,0,0,0.003930818,0.032638889,0.010416667,0,0,0,0,0,0,0,0.020467836,0,0,0.008487654,0,0.004807692,0,0,0,0.031944444,0,0,0.005952381,0.027777778,0.00245098,0,0.003968254,0,0,0,0.076388889,0,0.040123457,0,0.020114943,0.004861111,0.003472222
Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_incertae_sedis;Geminicoccus,0,0,0,0,0,0,0,0.027777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010964912,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria_incertae_sedis;Rhizomicrobium,0.085978836,0.001893939,0,0.022058824,0.312893082,0.525694444,0,0.277777778,0.145833333,0.34375,0.001572327,0.0703125,0.083333333,0.071969697,0.418128655,0.069444444,0.036290323,0.087191358,0.023809524,0.020833333,0.083333333,0.132936508,0.371141975,0.423611111,0.078125,0,0.172619048,0.388888889,0.068627451,1.333333333,0.28968254,0.008333333,0.841666667,0.324561404,1.236111111,0.402777778,0.372299383,0.078703704,0.640804598,0.0125,0.079861111
